7.500173289769773532e+01,3.265513510758048028e+02,9.509999999999998010e+00
7.649091006855928754e+01,3.243081276463609584e+02,8.839999999999996305e+00
7.598870165433001489e+01,3.202874950211357827e+02,9.060000000000002274e+00
7.619359272933468219e+01,3.162636511316572978e+02,8.929999999999999716e+00
7.592088166838087204e+01,3.119557364760433984e+02,9.099999999999994316e+00
7.561413581477094681e+01,3.076895546959742660e+02,9.160000000000003695e+00
7.575125166242381169e+01,3.034403077928915877e+02,9.219999999999998863e+00
7.571553979842815352e+01,2.991267912850661332e+02,9.210000000000000853e+00
7.540784394938194168e+01,2.948382690146873983e+02,9.000000000000000000e+00
7.554391168215445873e+01,2.906696378757292791e+02,8.740000000000001990e+00
7.543528213619904932e+01,2.864308409213593904e+02,8.449999999999995737e+00
7.501188907946186646e+01,1.283681608277570092e+02,9.630000000000002558e+00
7.523317107269485859e+01,1.326245482960244431e+02,9.780000000000001137e+00
7.542336637836939417e+01,1.368867338556296431e+02,9.810000000000002274e+00
7.553009593388171083e+01,1.410808498296746336e+02,9.829999999999998295e+00
7.575242604187113216e+01,1.452566215333537798e+02,9.969999999999998863e+00
7.590478657344999647e+01,1.494711780070960003e+02,9.990000000000001990e+00
7.609992809486638521e+01,1.536391535090299669e+02,1.005000000000000426e+01
7.632121008809937734e+01,1.578955409772974292e+02,1.021999999999999886e+01
7.656378445682915412e+01,1.622315942146151428e+02,1.037999999999999545e+01
7.686863031977023297e+01,1.664530950139521224e+02,1.046000000000000085e+01
7.713459329373534956e+01,1.707075824915507383e+02,1.064999999999999858e+01
7.742774485417169217e+01,1.749698661709508656e+02,1.089000000000000057e+01
7.761699016461361111e+01,1.792097112401336005e+02,1.085000000000000142e+01
7.783542217174155553e+01,1.833990772373592790e+02,1.089999999999999858e+01
7.788872454954403679e+01,1.875999412982236549e+02,1.082000000000000028e+01
7.812369895559842803e+01,1.917572706126128992e+02,1.075999999999999801e+01
7.837701763139673972e+01,1.960302004795578341e+02,1.085999999999999943e+01
7.855076865799620123e+01,2.002214664673394964e+02,1.117999999999999972e+01
7.873221776659116244e+01,2.044885001231517094e+02,1.146999999999999886e+01
7.890102257734690738e+01,2.087739761686609938e+02,1.167999999999999972e+01
7.908057169527307906e+01,2.129963288437410256e+02,1.196000000000000085e+01
7.930679990424792436e+01,2.171585062543372828e+02,1.217999999999999972e+01
7.931342319100173199e+01,2.214195455796854617e+02,1.225999999999999801e+01
7.893645816083895284e+01,2.256073728646961740e+02,1.221000000000000085e+01
7.881883281733416879e+01,2.297886483011990890e+02,1.196999999999999886e+01
7.910124007047613759e+01,2.341140553505648541e+02,1.179999999999999716e+01
7.935455874660200948e+01,2.383869852178605697e+02,1.167000000000000171e+01
7.935833204735257596e+01,2.425810030721106045e+02,1.157000000000000028e+01
7.950289637706239887e+01,2.468227481319621006e+02,1.132999999999999829e+01
7.978730174041916712e+01,2.510898799075692409e+02,1.131000000000000227e+01
7.990077938279625869e+01,2.553374230591658147e+02,1.139999999999999858e+01
8.018423475081860374e+01,2.595822143444069070e+02,1.128999999999999915e+01
8.034629147468749011e+01,2.638142632118444908e+02,1.114000000000000057e+01
8.040644005879892120e+01,2.679655981958262032e+02,1.103999999999999915e+01
8.060832966720394666e+01,2.721870008757755386e+02,1.097999999999999687e+01
8.081411737636872772e+01,2.763948092622346735e+02,1.082999999999999829e+01
8.089261023042766396e+01,2.806617447986591287e+02,1.067000000000000171e+01
8.103822267501783472e+01,2.848228740943860657e+02,1.065999999999999659e+01
8.113620603355244043e+01,2.890218381645815953e+02,1.073000000000000398e+01
8.131965325246403609e+01,2.932305965465787381e+02,1.081000000000000227e+01
8.152933906261424113e+01,2.974248106399550124e+02,1.078999999999999915e+01
8.161857622374174071e+01,3.016286228060067174e+02,1.068999999999999773e+01
8.162814761624835569e+01,3.058537273478495422e+02,1.050000000000000000e+01
8.167270379697129101e+01,3.100594395049208742e+02,1.021999999999999886e+01
8.174539855937598531e+01,3.142952883536960940e+02,9.899999999999998579e+00
8.184158004656191565e+01,3.183466151882615804e+02,9.719999999999998863e+00
8.190182675032107795e+01,3.223949939176961834e+02,9.560000000000002274e+00
8.282670260996420097e+01,3.262499393963102534e+02,8.940000000000004832e+00
8.614930750180016616e+01,3.243853223489855964e+02,8.310000000000002274e+00
8.585586158274813329e+01,3.204319074335775781e+02,8.369999999999997442e+00
8.546650185466262428e+01,3.162229528128614220e+02,8.560000000000002274e+00
8.502191307751868976e+01,3.118731090433346367e+02,8.710000000000000853e+00
8.473845770949628786e+01,3.076283177580935444e+02,8.880000000000002558e+00
8.446859663477150093e+01,3.033874245739851290e+02,9.049999999999997158e+00
8.428134943452224093e+01,2.990893042305236804e+02,9.139999999999993463e+00
8.419990847481227547e+01,2.948583034775481337e+02,9.099999999999994316e+00
8.427380283269363304e+01,2.907012685216727732e+02,8.920000000000001705e+00
8.433800099848855325e+01,2.865267411719891584e+02,8.679999999999999716e+00
8.436436438963451678e+01,2.823045847356845570e+02,8.369999999999997442e+00
8.434594868072818485e+01,2.781872845449466354e+02,8.070000000000000284e+00
